,PassengerId,Pclass,Age,SibSp,Parch,Fare,sex_lab,embarked_lab,family,socio,Deck_B,Deck_C,Deck_D,Deck_E,Deck_other,Survived
343,344,2,25.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
344,345,2,36.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
345,346,2,24.0,0,0,13.0,1,1.0,0,2,0,0,0,0,1,1
346,347,2,40.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,1
347,348,3,24.0,1,0,16.1,1,1.0,1,6,0,0,0,0,0,1
348,349,3,3.0,1,1,15.9,0,1.0,2,9,0,0,0,0,0,1
349,350,3,42.0,0,0,8.6625,0,1.0,0,3,0,0,0,0,0,0
350,351,3,23.0,0,0,9.225,0,1.0,0,3,0,0,0,0,0,0
351,352,1,37.0,0,0,35.0,0,1.0,0,1,0,1,0,0,0,0
352,353,3,15.0,1,1,7.2292,0,2.0,2,9,0,0,0,0,0,0
353,354,3,25.0,1,0,17.8,0,1.0,1,6,0,0,0,0,0,0
354,355,3,24.0,0,0,7.225,0,2.0,0,3,0,0,0,0,0,0
355,356,3,28.0,0,0,9.5,0,1.0,0,3,0,0,0,0,0,0
356,357,1,22.0,0,1,55.0,1,1.0,1,2,0,0,0,1,0,1
357,358,2,38.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,0
358,359,3,24.0,0,0,7.8792,1,3.0,0,3,0,0,0,0,0,1
359,360,3,24.0,0,0,7.8792,1,3.0,0,3,0,0,0,0,0,1
360,361,3,40.0,1,4,27.9,0,1.0,5,18,0,0,0,0,0,0
361,362,2,29.0,1,0,27.7208,0,2.0,1,4,0,0,0,0,0,0
362,363,3,45.0,0,1,14.4542,1,2.0,1,6,0,0,0,0,0,0
363,364,3,35.0,0,0,7.05,0,1.0,0,3,0,0,0,0,0,0
364,365,3,24.0,1,0,15.5,0,3.0,1,6,0,0,0,0,0,0
365,366,3,30.0,0,0,7.25,0,1.0,0,3,0,0,0,0,0,0
366,367,1,60.0,1,0,75.25,1,2.0,1,2,0,0,1,0,0,1
367,368,3,24.0,0,0,7.2292,1,2.0,0,3,0,0,0,0,0,1
368,369,3,24.0,0,0,7.75,1,3.0,0,3,0,0,0,0,0,1
369,370,1,24.0,0,0,69.3,1,2.0,0,1,1,0,0,0,0,1
370,371,1,25.0,1,0,55.4417,0,2.0,1,2,0,0,0,1,0,1
371,372,3,18.0,1,0,6.4958,0,1.0,1,6,0,0,0,0,0,0
372,373,3,19.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
373,374,1,22.0,0,0,135.6333,0,2.0,0,1,0,0,0,0,0,0
374,375,3,3.0,3,1,21.075,1,1.0,4,15,0,0,0,0,0,0
375,376,1,37.0,1,0,82.1708,1,2.0,1,2,0,0,0,0,0,1
376,377,3,22.0,0,0,7.25,1,1.0,0,3,0,0,0,0,0,1
377,378,1,27.0,0,2,211.5,0,2.0,2,3,0,1,0,0,0,0
378,379,3,20.0,0,0,4.0125,0,2.0,0,3,0,0,0,0,0,0
379,380,3,19.0,0,0,7.775,0,1.0,0,3,0,0,0,0,0,0
380,381,1,42.0,0,0,227.525,1,2.0,0,1,0,0,0,0,0,1
381,382,3,1.0,0,2,15.7417,1,2.0,2,9,0,0,0,0,0,1
382,383,3,32.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,0
383,384,1,35.0,1,0,52.0,1,1.0,1,2,0,0,0,0,0,1
384,385,3,24.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
385,386,2,18.0,0,0,73.5,0,1.0,0,2,0,0,0,0,0,0
386,387,3,1.0,5,2,46.9,0,1.0,7,24,0,0,0,0,0,0
387,388,2,36.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,1
388,389,3,24.0,0,0,7.7292,0,3.0,0,3,0,0,0,0,0,0
389,390,2,17.0,0,0,12.0,1,2.0,0,2,0,0,0,0,0,1
390,391,1,36.0,1,2,120.0,0,1.0,3,4,1,0,0,0,0,1
391,392,3,21.0,0,0,7.7958,0,1.0,0,3,0,0,0,0,0,1
392,393,3,28.0,2,0,7.925,0,1.0,2,9,0,0,0,0,0,0
393,394,1,23.0,1,0,113.275,1,2.0,1,2,0,0,1,0,0,1
394,395,3,24.0,0,2,16.7,1,1.0,2,9,0,0,0,0,1,1
395,396,3,22.0,0,0,7.7958,0,1.0,0,3,0,0,0,0,0,0
396,397,3,31.0,0,0,7.8542,1,1.0,0,3,0,0,0,0,0,0
397,398,2,46.0,0,0,26.0,0,1.0,0,2,0,0,0,0,0,0
398,399,2,23.0,0,0,10.5,0,1.0,0,2,0,0,0,0,0,0
399,400,2,28.0,0,0,12.65,1,1.0,0,2,0,0,0,0,0,1
400,401,3,39.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,1
401,402,3,26.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
402,403,3,21.0,1,0,9.825,1,1.0,1,6,0,0,0,0,0,0
403,404,3,28.0,1,0,15.85,0,1.0,1,6,0,0,0,0,0,0
404,405,3,20.0,0,0,8.6625,1,1.0,0,3,0,0,0,0,0,0
405,406,2,34.0,1,0,21.0,0,1.0,1,4,0,0,0,0,0,0
406,407,3,51.0,0,0,7.75,0,1.0,0,3,0,0,0,0,0,0
407,408,2,3.0,1,1,18.75,0,1.0,2,6,0,0,0,0,0,1
408,409,3,21.0,0,0,7.775,0,1.0,0,3,0,0,0,0,0,0
409,410,3,24.0,3,1,25.4667,1,1.0,4,15,0,0,0,0,0,0
410,411,3,24.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
411,412,3,24.0,0,0,6.8583,0,3.0,0,3,0,0,0,0,0,0
412,413,1,33.0,1,0,90.0,1,3.0,1,2,0,1,0,0,0,1
413,414,2,29.0,0,0,0.0,0,1.0,0,2,0,0,0,0,0,0
414,415,3,44.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,1
415,416,3,24.0,0,0,8.05,1,1.0,0,3,0,0,0,0,0,0
416,417,2,34.0,1,1,32.5,1,1.0,2,6,0,0,0,0,0,1
417,418,2,18.0,0,2,13.0,1,1.0,2,6,0,0,0,0,0,1
418,419,2,30.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
419,420,3,10.0,0,2,24.15,1,1.0,2,9,0,0,0,0,0,0
420,421,3,24.0,0,0,7.8958,0,2.0,0,3,0,0,0,0,0,0
421,422,3,21.0,0,0,7.7333,0,3.0,0,3,0,0,0,0,0,0
422,423,3,29.0,0,0,7.875,0,1.0,0,3,0,0,0,0,0,0
423,424,3,28.0,1,1,14.4,1,1.0,2,9,0,0,0,0,0,0
424,425,3,18.0,1,1,20.2125,0,1.0,2,9,0,0,0,0,0,0
425,426,3,24.0,0,0,7.25,0,1.0,0,3,0,0,0,0,0,0
426,427,2,28.0,1,0,26.0,1,1.0,1,4,0,0,0,0,0,1
427,428,2,19.0,0,0,26.0,1,1.0,0,2,0,0,0,0,0,1
428,429,3,24.0,0,0,7.75,0,3.0,0,3,0,0,0,0,0,0
429,430,3,32.0,0,0,8.05,0,1.0,0,3,0,0,0,1,0,1
430,431,1,28.0,0,0,26.55,0,1.0,0,1,0,1,0,0,0,1
431,432,3,24.0,1,0,16.1,1,1.0,1,6,0,0,0,0,0,1
432,433,2,42.0,1,0,26.0,1,1.0,1,4,0,0,0,0,0,1
433,434,3,17.0,0,0,7.125,0,1.0,0,3,0,0,0,0,0,0
434,435,1,50.0,1,0,55.9,0,1.0,1,2,0,0,0,1,0,0
435,436,1,14.0,1,2,120.0,1,1.0,3,4,1,0,0,0,0,1
436,437,3,21.0,2,2,34.375,1,1.0,4,15,0,0,0,0,0,0
437,438,2,24.0,2,3,18.75,1,1.0,5,12,0,0,0,0,0,1
438,439,1,64.0,1,4,263.0,0,1.0,5,6,0,1,0,0,0,0
439,440,2,31.0,0,0,10.5,0,1.0,0,2,0,0,0,0,0,0
440,441,2,45.0,1,1,26.25,1,1.0,2,6,0,0,0,0,0,1
441,442,3,20.0,0,0,9.5,0,1.0,0,3,0,0,0,0,0,0
442,443,3,25.0,1,0,7.775,0,1.0,1,6,0,0,0,0,0,0
443,444,2,28.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,1
444,445,3,24.0,0,0,8.1125,0,1.0,0,3,0,0,0,0,0,1
445,446,1,4.0,0,2,81.8583,0,1.0,2,3,0,0,0,0,1,1
446,447,2,13.0,0,1,19.5,1,1.0,1,4,0,0,0,0,0,1
447,448,1,34.0,0,0,26.55,0,1.0,0,1,0,0,0,0,0,1
448,449,3,5.0,2,1,19.2583,1,2.0,3,12,0,0,0,0,0,1
449,450,1,52.0,0,0,30.5,0,1.0,0,1,0,1,0,0,0,1
450,451,2,36.0,1,2,27.75,0,1.0,3,8,0,0,0,0,0,0
451,452,3,24.0,1,0,19.9667,0,1.0,1,6,0,0,0,0,0,0
452,453,1,30.0,0,0,27.75,0,2.0,0,1,0,1,0,0,0,0
453,454,1,49.0,1,0,89.1042,0,2.0,1,2,0,1,0,0,0,1
454,455,3,24.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
455,456,3,29.0,0,0,7.8958,0,2.0,0,3,0,0,0,0,0,1
456,457,1,65.0,0,0,26.55,0,1.0,0,1,0,0,0,1,0,0
457,458,1,37.0,1,0,51.8625,1,1.0,1,2,0,0,1,0,0,1
458,459,2,50.0,0,0,10.5,1,1.0,0,2,0,0,0,0,0,1
459,460,3,24.0,0,0,7.75,0,3.0,0,3,0,0,0,0,0,0
460,461,1,48.0,0,0,26.55,0,1.0,0,1,0,0,0,1,0,1
461,462,3,34.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
462,463,1,47.0,0,0,38.5,0,1.0,0,1,0,0,0,1,0,0
463,464,2,48.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
464,465,3,24.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
465,466,3,38.0,0,0,7.05,0,1.0,0,3,0,0,0,0,0,0
466,467,2,29.0,0,0,0.0,0,1.0,0,2,0,0,0,0,0,0
467,468,1,56.0,0,0,26.55,0,1.0,0,1,0,0,0,0,0,0
468,469,3,24.0,0,0,7.725,0,3.0,0,3,0,0,0,0,0,0
469,470,3,0.75,2,1,19.2583,1,2.0,3,12,0,0,0,0,0,1
470,471,3,24.0,0,0,7.25,0,1.0,0,3,0,0,0,0,0,0
471,472,3,38.0,0,0,8.6625,0,1.0,0,3,0,0,0,0,0,0
472,473,2,33.0,1,2,27.75,1,1.0,3,8,0,0,0,0,0,1
473,474,2,23.0,0,0,13.7917,1,2.0,0,2,0,0,1,0,0,1
474,475,3,22.0,0,0,9.8375,1,1.0,0,3,0,0,0,0,0,0
475,476,1,37.0,0,0,52.0,0,1.0,0,1,0,0,0,0,1,0
476,477,2,34.0,1,0,21.0,0,1.0,1,4,0,0,0,0,0,0
477,478,3,29.0,1,0,7.0458,0,1.0,1,6,0,0,0,0,0,0
478,479,3,22.0,0,0,7.5208,0,1.0,0,3,0,0,0,0,0,0
479,480,3,2.0,0,1,12.2875,1,1.0,1,6,0,0,0,0,0,1
480,481,3,9.0,5,2,46.9,0,1.0,7,24,0,0,0,0,0,0
481,482,2,29.0,0,0,0.0,0,1.0,0,2,0,0,0,0,0,0
482,483,3,50.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
483,484,3,63.0,0,0,9.5875,1,1.0,0,3,0,0,0,0,0,1
484,485,1,25.0,1,0,91.0792,0,2.0,1,2,1,0,0,0,0,1
485,486,3,24.0,3,1,25.4667,1,1.0,4,15,0,0,0,0,0,0
486,487,1,35.0,1,0,90.0,1,1.0,1,2,0,1,0,0,0,1
487,488,1,58.0,0,0,29.7,0,2.0,0,1,1,0,0,0,0,0
488,489,3,30.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
489,490,3,9.0,1,1,15.9,0,1.0,2,9,0,0,0,0,0,1
490,491,3,24.0,1,0,19.9667,0,1.0,1,6,0,0,0,0,0,0
491,492,3,21.0,0,0,7.25,0,1.0,0,3,0,0,0,0,0,0
492,493,1,55.0,0,0,30.5,0,1.0,0,1,0,1,0,0,0,0
493,494,1,71.0,0,0,49.5042,0,2.0,0,1,0,0,0,0,0,0
494,495,3,21.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
495,496,3,24.0,0,0,14.4583,0,2.0,0,3,0,0,0,0,0,0
496,497,1,54.0,1,0,78.2667,1,2.0,1,2,0,0,1,0,0,1
497,498,3,24.0,0,0,15.1,0,1.0,0,3,0,0,0,0,0,0
498,499,1,25.0,1,2,151.55,1,1.0,3,4,0,1,0,0,0,0
499,500,3,24.0,0,0,7.7958,0,1.0,0,3,0,0,0,0,0,0
500,501,3,17.0,0,0,8.6625,0,1.0,0,3,0,0,0,0,0,0
501,502,3,21.0,0,0,7.75,1,3.0,0,3,0,0,0,0,0,0
502,503,3,24.0,0,0,7.6292,1,3.0,0,3,0,0,0,0,0,0
503,504,3,37.0,0,0,9.5875,1,1.0,0,3,0,0,0,0,0,0
504,505,1,16.0,0,0,86.5,1,1.0,0,1,1,0,0,0,0,1
505,506,1,18.0,1,0,108.9,0,2.0,1,2,0,1,0,0,0,0
506,507,2,33.0,0,2,26.0,1,1.0,2,6,0,0,0,0,0,1
507,508,1,37.0,0,0,26.55,0,1.0,0,1,0,0,0,0,0,1
508,509,3,28.0,0,0,22.525,0,1.0,0,3,0,0,0,0,0,0
509,510,3,26.0,0,0,56.4958,0,1.0,0,3,0,0,0,0,0,1
510,511,3,29.0,0,0,7.75,0,3.0,0,3,0,0,0,0,0,1
511,512,3,24.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
512,513,1,36.0,0,0,26.2875,0,1.0,0,1,0,0,0,1,0,1
513,514,1,54.0,1,0,59.4,1,2.0,1,2,0,0,0,0,0,1
514,515,3,24.0,0,0,7.4958,0,1.0,0,3,0,0,0,0,0,0
515,516,1,47.0,0,0,34.0208,0,1.0,0,1,0,0,1,0,0,0
516,517,2,34.0,0,0,10.5,1,1.0,0,2,0,0,0,0,1,1
517,518,3,24.0,0,0,24.15,0,3.0,0,3,0,0,0,0,0,0
518,519,2,36.0,1,0,26.0,1,1.0,1,4,0,0,0,0,0,1
519,520,3,32.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
520,521,1,30.0,0,0,93.5,1,1.0,0,1,1,0,0,0,0,1
521,522,3,22.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
522,523,3,24.0,0,0,7.225,0,2.0,0,3,0,0,0,0,0,0
523,524,1,44.0,0,1,57.9792,1,2.0,1,2,1,0,0,0,0,1
524,525,3,24.0,0,0,7.2292,0,2.0,0,3,0,0,0,0,0,0
525,526,3,40.5,0,0,7.75,0,3.0,0,3,0,0,0,0,0,0
526,527,2,50.0,0,0,10.5,1,1.0,0,2,0,0,0,0,0,1
527,528,1,37.0,0,0,221.7792,0,1.0,0,1,0,1,0,0,0,0
528,529,3,39.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,0
529,530,2,23.0,2,1,11.5,0,1.0,3,8,0,0,0,0,0,0
530,531,2,2.0,1,1,26.0,1,1.0,2,6,0,0,0,0,0,1
531,532,3,24.0,0,0,7.2292,0,2.0,0,3,0,0,0,0,0,0
532,533,3,17.0,1,1,7.2292,0,2.0,2,9,0,0,0,0,0,0
533,534,3,24.0,0,2,22.3583,1,2.0,2,9,0,0,0,0,0,1
534,535,3,30.0,0,0,8.6625,1,1.0,0,3,0,0,0,0,0,0
535,536,2,7.0,0,2,26.25,1,1.0,2,6,0,0,0,0,0,1
536,537,1,45.0,0,0,26.55,0,1.0,0,1,1,0,0,0,0,0
537,538,1,30.0,0,0,106.425,1,2.0,0,1,0,0,0,0,0,1
538,539,3,24.0,0,0,14.5,0,1.0,0,3,0,0,0,0,0,0
539,540,1,22.0,0,2,49.5,1,2.0,2,3,1,0,0,0,0,1
540,541,1,36.0,0,2,71.0,1,1.0,2,3,1,0,0,0,0,1
541,542,3,9.0,4,2,31.275,1,1.0,6,21,0,0,0,0,0,0
542,543,3,11.0,4,2,31.275,1,1.0,6,21,0,0,0,0,0,0
543,544,2,32.0,1,0,26.0,0,1.0,1,4,0,0,0,0,0,1
544,545,1,50.0,1,0,106.425,0,2.0,1,2,0,1,0,0,0,0
545,546,1,64.0,0,0,26.0,0,1.0,0,1,0,0,0,0,0,0
546,547,2,19.0,1,0,26.0,1,1.0,1,4,0,0,0,0,0,1
547,548,2,29.0,0,0,13.8625,0,2.0,0,2,0,0,0,0,0,1
548,549,3,33.0,1,1,20.525,0,1.0,2,9,0,0,0,0,0,0
549,550,2,8.0,1,1,36.75,0,1.0,2,6,0,0,0,0,0,1
550,551,1,17.0,0,2,110.8833,0,2.0,2,3,0,1,0,0,0,1
551,552,2,27.0,0,0,26.0,0,1.0,0,2,0,0,0,0,0,0
552,553,3,24.0,0,0,7.8292,0,3.0,0,3,0,0,0,0,0,0
553,554,3,22.0,0,0,7.225,0,2.0,0,3,0,0,0,0,0,1
554,555,3,22.0,0,0,7.775,1,1.0,0,3,0,0,0,0,0,1
555,556,1,62.0,0,0,26.55,0,1.0,0,1,0,0,0,0,0,0
556,557,1,48.0,1,0,39.6,1,2.0,1,2,0,0,0,0,1,1
557,558,1,37.0,0,0,227.525,0,2.0,0,1,0,0,0,0,0,0
558,559,1,39.0,1,1,79.65,1,1.0,2,3,0,0,0,1,0,1
559,560,3,36.0,1,0,17.4,1,1.0,1,6,0,0,0,0,0,1
560,561,3,24.0,0,0,7.75,0,3.0,0,3,0,0,0,0,0,0
561,562,3,40.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
562,563,2,28.0,0,0,13.5,0,1.0,0,2,0,0,0,0,0,0
563,564,3,24.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
564,565,3,24.0,0,0,8.05,1,1.0,0,3,0,0,0,0,0,0
565,566,3,24.0,2,0,24.15,0,1.0,2,9,0,0,0,0,0,0
566,567,3,19.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
567,568,3,29.0,0,4,21.075,1,1.0,4,15,0,0,0,0,0,0
568,569,3,24.0,0,0,7.2292,0,2.0,0,3,0,0,0,0,0,0
569,570,3,32.0,0,0,7.8542,0,1.0,0,3,0,0,0,0,0,1
570,571,2,62.0,0,0,10.5,0,1.0,0,2,0,0,0,0,0,1
571,572,1,53.0,2,0,51.4792,1,1.0,2,3,0,1,0,0,0,1
572,573,1,36.0,0,0,26.3875,0,1.0,0,1,0,0,0,1,0,1
573,574,3,24.0,0,0,7.75,1,3.0,0,3,0,0,0,0,0,1
574,575,3,16.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
575,576,3,19.0,0,0,14.5,0,1.0,0,3,0,0,0,0,0,0
576,577,2,34.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,1
577,578,1,39.0,1,0,55.9,1,1.0,1,2,0,0,0,1,0,1
578,579,3,24.0,1,0,14.4583,1,2.0,1,6,0,0,0,0,0,0
579,580,3,32.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,1
580,581,2,25.0,1,1,30.0,1,1.0,2,6,0,0,0,0,0,1
581,582,1,39.0,1,1,110.8833,1,2.0,2,3,0,1,0,0,0,1
582,583,2,54.0,0,0,26.0,0,1.0,0,2,0,0,0,0,0,0
583,584,1,36.0,0,0,40.125,0,2.0,0,1,0,0,0,0,1,0
584,585,3,24.0,0,0,8.7125,0,2.0,0,3,0,0,0,0,0,0
585,586,1,18.0,0,2,79.65,1,1.0,2,3,0,0,0,1,0,1
586,587,2,47.0,0,0,15.0,0,1.0,0,2,0,0,0,0,0,0
587,588,1,60.0,1,1,79.2,0,2.0,2,3,1,0,0,0,0,1
588,589,3,22.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
589,590,3,24.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
590,591,3,35.0,0,0,7.125,0,1.0,0,3,0,0,0,0,0,0
591,592,1,52.0,1,0,78.2667,1,2.0,1,2,0,0,1,0,0,1
592,593,3,47.0,0,0,7.25,0,1.0,0,3,0,0,0,0,0,0
593,594,3,24.0,0,2,7.75,1,3.0,2,9,0,0,0,0,0,0
594,595,2,37.0,1,0,26.0,0,1.0,1,4,0,0,0,0,0,0
595,596,3,36.0,1,1,24.15,0,1.0,2,9,0,0,0,0,0,0
596,597,2,29.0,0,0,33.0,1,1.0,0,2,0,0,0,0,0,1
597,598,3,49.0,0,0,0.0,0,1.0,0,3,0,0,0,0,0,0
598,599,3,24.0,0,0,7.225,0,2.0,0,3,0,0,0,0,0,0
599,600,1,49.0,1,0,56.9292,0,2.0,1,2,0,0,0,0,1,1
600,601,2,24.0,2,1,27.0,1,1.0,3,8,0,0,0,0,0,1
601,602,3,24.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
602,603,1,37.0,0,0,42.4,0,1.0,0,1,0,0,0,0,0,0
603,604,3,44.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
604,605,1,35.0,0,0,26.55,0,2.0,0,1,0,0,0,0,0,1
605,606,3,36.0,1,0,15.55,0,1.0,1,6,0,0,0,0,0,0
606,607,3,30.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
607,608,1,27.0,0,0,30.5,0,1.0,0,1,0,0,0,0,0,1
608,609,2,22.0,1,2,41.5792,1,2.0,3,8,0,0,0,0,0,1
609,610,1,40.0,0,0,153.4625,1,1.0,0,1,0,1,0,0,0,1
610,611,3,39.0,1,5,31.275,1,1.0,6,21,0,0,0,0,0,0
611,612,3,24.0,0,0,7.05,0,1.0,0,3,0,0,0,0,0,0
612,613,3,24.0,1,0,15.5,1,3.0,1,6,0,0,0,0,0,1
613,614,3,24.0,0,0,7.75,0,3.0,0,3,0,0,0,0,0,0
614,615,3,35.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
615,616,2,24.0,1,2,65.0,1,1.0,3,8,0,0,0,0,0,1
616,617,3,34.0,1,1,14.4,0,1.0,2,9,0,0,0,0,0,0
617,618,3,26.0,1,0,16.1,1,1.0,1,6,0,0,0,0,0,0
618,619,2,4.0,2,1,39.0,1,1.0,3,8,0,0,0,0,1,1
619,620,2,26.0,0,0,10.5,0,1.0,0,2,0,0,0,0,0,0
620,621,3,27.0,1,0,14.4542,0,2.0,1,6,0,0,0,0,0,0
621,622,1,42.0,1,0,52.5542,0,1.0,1,2,0,0,1,0,0,1
622,623,3,20.0,1,1,15.7417,0,2.0,2,9,0,0,0,0,0,1
623,624,3,21.0,0,0,7.8542,0,1.0,0,3,0,0,0,0,0,0
624,625,3,21.0,0,0,16.1,0,1.0,0,3,0,0,0,0,0,0
625,626,1,61.0,0,0,32.3208,0,1.0,0,1,0,0,1,0,0,0
626,627,2,57.0,0,0,12.35,0,3.0,0,2,0,0,0,0,0,0
627,628,1,21.0,0,0,77.9583,1,1.0,0,1,0,0,1,0,0,1
628,629,3,26.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
629,630,3,24.0,0,0,7.7333,0,3.0,0,3,0,0,0,0,0,0
630,631,1,80.0,0,0,30.0,0,1.0,0,1,0,0,0,0,1,1
631,632,3,51.0,0,0,7.0542,0,1.0,0,3,0,0,0,0,0,0
632,633,1,32.0,0,0,30.5,0,2.0,0,1,1,0,0,0,0,1
633,634,1,37.0,0,0,0.0,0,1.0,0,1,0,0,0,0,0,0
634,635,3,9.0,3,2,27.9,1,1.0,5,18,0,0,0,0,0,0
635,636,2,28.0,0,0,13.0,1,1.0,0,2,0,0,0,0,0,1
636,637,3,32.0,0,0,7.925,0,1.0,0,3,0,0,0,0,0,0
637,638,2,31.0,1,1,26.25,0,1.0,2,6,0,0,0,0,0,0
638,639,3,41.0,0,5,39.6875,1,1.0,5,18,0,0,0,0,0,0
639,640,3,24.0,1,0,16.1,0,1.0,1,6,0,0,0,0,0,0
640,641,3,20.0,0,0,7.8542,0,1.0,0,3,0,0,0,0,0,0
641,642,1,24.0,0,0,69.3,1,2.0,0,1,1,0,0,0,0,1
642,643,3,2.0,3,2,27.9,1,1.0,5,18,0,0,0,0,0,0
643,644,3,24.0,0,0,56.4958,0,1.0,0,3,0,0,0,0,0,1
644,645,3,0.75,2,1,19.2583,1,2.0,3,12,0,0,0,0,0,1
645,646,1,48.0,1,0,76.7292,0,2.0,1,2,0,0,1,0,0,1
646,647,3,19.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
647,648,1,56.0,0,0,35.5,0,2.0,0,1,0,0,0,0,1,1
648,649,3,24.0,0,0,7.55,0,1.0,0,3,0,0,0,0,0,0
649,650,3,23.0,0,0,7.55,1,1.0,0,3,0,0,0,0,0,1
650,651,3,24.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
651,652,2,18.0,0,1,23.0,1,1.0,1,4,0,0,0,0,0,1
652,653,3,21.0,0,0,8.4333,0,1.0,0,3,0,0,0,0,0,0
653,654,3,24.0,0,0,7.8292,1,3.0,0,3,0,0,0,0,0,1
654,655,3,18.0,0,0,6.75,1,3.0,0,3,0,0,0,0,0,0
655,656,2,24.0,2,0,73.5,0,1.0,2,6,0,0,0,0,0,0
656,657,3,24.0,0,0,7.8958,0,1.0,0,3,0,0,0,0,0,0
657,658,3,32.0,1,1,15.5,1,3.0,2,9,0,0,0,0,0,0
658,659,2,23.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
659,660,1,58.0,0,2,113.275,0,2.0,2,3,0,0,1,0,0,0
660,661,1,50.0,2,0,133.65,0,1.0,2,3,0,0,0,0,0,1
661,662,3,40.0,0,0,7.225,0,2.0,0,3,0,0,0,0,0,0
662,663,1,47.0,0,0,25.5875,0,1.0,0,1,0,0,0,1,0,0
663,664,3,36.0,0,0,7.4958,0,1.0,0,3,0,0,0,0,0,0
664,665,3,20.0,1,0,7.925,0,1.0,1,6,0,0,0,0,0,1
665,666,2,32.0,2,0,73.5,0,1.0,2,6,0,0,0,0,0,0
666,667,2,25.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,0
667,668,3,24.0,0,0,7.775,0,1.0,0,3,0,0,0,0,0,0
668,669,3,43.0,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
669,670,1,37.0,1,0,52.0,1,1.0,1,2,0,1,0,0,0,1
670,671,2,40.0,1,1,39.0,1,1.0,2,6,0,0,0,0,0,1
671,672,1,31.0,1,0,52.0,0,1.0,1,2,1,0,0,0,0,0
672,673,2,70.0,0,0,10.5,0,1.0,0,2,0,0,0,0,0,0
673,674,2,31.0,0,0,13.0,0,1.0,0,2,0,0,0,0,0,1
674,675,2,29.0,0,0,0.0,0,1.0,0,2,0,0,0,0,0,0
675,676,3,18.0,0,0,7.775,0,1.0,0,3,0,0,0,0,0,0
676,677,3,24.5,0,0,8.05,0,1.0,0,3,0,0,0,0,0,0
677,678,3,18.0,0,0,9.8417,1,1.0,0,3,0,0,0,0,0,1
678,679,3,43.0,1,6,46.9,1,1.0,7,24,0,0,0,0,0,0
679,680,1,36.0,0,1,512.3292,0,2.0,1,2,1,0,0,0,0,1
680,681,3,24.0,0,0,8.1375,1,3.0,0,3,0,0,0,0,0,0
681,682,1,27.0,0,0,76.7292,0,2.0,0,1,0,0,1,0,0,1
682,683,3,20.0,0,0,9.225,0,1.0,0,3,0,0,0,0,0,0
683,684,3,14.0,5,2,46.9,0,1.0,7,24,0,0,0,0,0,0
684,685,2,60.0,1,1,39.0,0,1.0,2,6,0,0,0,0,0,0
685,686,2,25.0,1,2,41.5792,0,2.0,3,8,0,0,0,0,0,0
686,687,3,14.0,4,1,39.6875,0,1.0,5,18,0,0,0,0,0,0
687,688,3,19.0,0,0,10.1708,0,1.0,0,3,0,0,0,0,0,0
